customer_id,gender,past_3_years_bike_related_purchases,job_title,job_industry_category,wealth_segment,owns_car,tenure,age
1027,Male,33,Statistician I,Financial Services,Affluent Customer,No,18.0,52
1028,Male,10,Project Manager,,High Net Worth,No,1.0,19
1029,Male,71,VP Sales,,Mass Customer,No,4.0,21
1030,Female,9,Food Chemist,Health,Mass Customer,No,5.0,56
1031,Male,75,Junior Executive,Manufacturing,Mass Customer,No,6.0,35
1032,Female,36,Executive Secretary,,Mass Customer,Yes,18.0,40
1033,Male,70,,,Affluent Customer,Yes,3.0,23
1034,Male,16,,,High Net Worth,Yes,3.0,42
1035,Female,77,Operator,Retail,Affluent Customer,Yes,5.0,42
1036,Female,6,Paralegal,Financial Services,Mass Customer,Yes,12.0,49
1037,Female,95,Human Resources Assistant II,Financial Services,Mass Customer,No,10.0,62
1039,Female,24,,,High Net Worth,Yes,15.0,43
1040,Female,78,Food Chemist,Health,High Net Worth,No,9.0,43
1041,Male,95,,Property,Affluent Customer,No,15.0,59
1042,Male,0,Nuclear Power Engineer,Manufacturing,High Net Worth,Yes,11.0,42
1043,Male,34,Sales Associate,Financial Services,Mass Customer,Yes,16.0,32
1045,Female,88,,Financial Services,Mass Customer,Yes,19.0,32
1046,Female,0,Budget/Accounting Analyst II,,Affluent Customer,No,11.0,63
1047,Male,39,VP Accounting,Financial Services,Affluent Customer,No,11.0,40
1048,Male,99,Internal Auditor,,Affluent Customer,No,15.0,42
1049,Male,35,Software Consultant,Property,Mass Customer,No,2.0,22
1050,Female,7,Software Consultant,Telecommunications,Mass Customer,Yes,15.0,45
1051,Female,34,Help Desk Technician,Property,High Net Worth,Yes,14.0,41
1052,Female,31,Junior Executive,Financial Services,High Net Worth,No,3.0,32
1053,Male,98,,Manufacturing,Mass Customer,Yes,8.0,56
1054,Male,27,Nuclear Power Engineer,Manufacturing,Mass Customer,Yes,13.0,35
1055,Female,30,Data Coordiator,Manufacturing,Mass Customer,No,12.0,30
1056,Male,96,Software Test Engineer IV,Manufacturing,Affluent Customer,No,6.0,52
1057,Female,73,Registered Nurse,Health,Mass Customer,No,5.0,49
1058,Female,37,Research Assistant IV,Retail,Affluent Customer,Yes,4.0,31
1059,Female,68,Account Representative III,Entertainment,High Net Worth,Yes,6.0,50
1060,Female,88,Associate Professor,Argiculture,Affluent Customer,Yes,13.0,57
1061,Male,34,Speech Pathologist,Financial Services,Mass Customer,No,19.0,30
1062,Female,32,Junior Executive,,Mass Customer,No,14.0,43
1063,Male,22,Actuary,Financial Services,Affluent Customer,Yes,13.0,31
1064,Male,3,Librarian,Entertainment,Affluent Customer,Yes,8.0,41
1065,Male,8,Quality Engineer,Financial Services,Mass Customer,Yes,8.0,56
1066,Male,45,Recruiter,Telecommunications,High Net Worth,No,12.0,23
1067,Female,13,Engineer IV,Financial Services,Mass Customer,Yes,13.0,53
1068,Male,5,,Health,Mass Customer,Yes,3.0,23
1069,Male,85,Web Designer I,Telecommunications,Mass Customer,No,15.0,42
1070,Male,5,Account Representative IV,,Mass Customer,No,1.0,23
1071,Male,68,,Retail,High Net Worth,No,1.0,32
1072,Male,60,Senior Cost Accountant,Financial Services,High Net Worth,Yes,8.0,61
1073,Female,77,Associate Professor,,Affluent Customer,Yes,7.0,38
1074,Male,43,Accounting Assistant IV,,High Net Worth,Yes,18.0,44
1075,Male,26,Administrative Officer,Manufacturing,High Net Worth,No,7.0,51
1076,Male,33,Pharmacist,Health,Affluent Customer,No,2.0,18
1077,Female,8,,Telecommunications,Mass Customer,Yes,18.0,63
1078,Male,69,Executive Secretary,Manufacturing,Mass Customer,No,20.0,42
1079,Male,70,Nurse Practicioner,Manufacturing,Mass Customer,No,18.0,40
1080,Female,70,Speech Pathologist,Property,Mass Customer,Yes,2.0,19
1081,Female,25,Social Worker,Health,Mass Customer,No,16.0,33
1083,Male,46,VP Product Management,,Affluent Customer,No,1.0,22
1084,Female,54,Accounting Assistant I,Retail,Affluent Customer,No,8.0,24
1085,Male,4,Internal Auditor,Health,Mass Customer,No,8.0,43
1086,Male,84,Statistician IV,Property,Mass Customer,Yes,4.0,29
1087,Female,39,Financial Analyst,Financial Services,Mass Customer,Yes,8.0,39
1088,Female,19,Design Engineer,,High Net Worth,Yes,3.0,29
1089,Female,90,Product Engineer,Property,Affluent Customer,No,12.0,30
1090,Female,15,Computer Systems Analyst II,Telecommunications,Affluent Customer,No,17.0,43
1091,Male,19,,Health,Mass Customer,No,15.0,38
1092,Female,56,VP Quality Control,Retail,Mass Customer,No,5.0,83
1093,Female,63,Business Systems Development Analyst,,Affluent Customer,No,5.0,22
1094,Male,48,Dental Hygienist,Health,High Net Worth,No,19.0,43
1095,Female,2,Project Manager,Health,Mass Customer,No,6.0,60
1096,Male,33,Software Test Engineer I,Health,High Net Worth,No,14.0,49
1097,Female,71,Engineer II,Financial Services,Mass Customer,Yes,18.0,50
1098,Female,99,Administrative Assistant IV,Financial Services,Mass Customer,Yes,12.0,29
1099,Male,12,Tax Accountant,Manufacturing,Affluent Customer,Yes,11.0,43
1100,Male,59,Engineer I,Manufacturing,Mass Customer,No,15.0,35
1101,Female,76,Senior Editor,,Mass Customer,No,15.0,50
1102,Female,16,Recruiting Manager,Manufacturing,Affluent Customer,No,15.0,42
1103,Female,76,Financial Advisor,Financial Services,High Net Worth,Yes,20.0,40
1104,Female,82,Programmer III,Retail,Mass Customer,No,8.0,59
1105,Male,39,General Manager,,Mass Customer,No,18.0,28
1106,Female,2,Software Consultant,Retail,Mass Customer,No,15.0,56
1107,Female,70,Social Worker,Health,High Net Worth,No,18.0,44
1108,Female,86,Dental Hygienist,Health,Mass Customer,No,17.0,56
1109,Male,21,Web Developer II,Entertainment,High Net Worth,No,6.0,29
1110,Male,73,Information Systems Manager,Retail,High Net Worth,No,12.0,27
1111,Male,96,Director of Sales,,High Net Worth,Yes,18.0,58
1112,Male,25,,,Mass Customer,Yes,13.0,37
1113,Male,45,Recruiter,Property,Mass Customer,No,6.0,26
1114,Female,96,Structural Engineer,Retail,Mass Customer,No,14.0,42
1115,Female,33,Account Coordinator,,High Net Worth,Yes,17.0,48
1116,Female,59,Assistant Manager,Health,Mass Customer,Yes,16.0,44
1117,Female,83,Quality Engineer,,Affluent Customer,No,14.0,43
1118,Female,95,Sales Representative,Retail,Mass Customer,Yes,9.0,43
1119,Male,43,,Entertainment,Mass Customer,Yes,19.0,42
1120,Female,87,Web Developer IV,Retail,Affluent Customer,No,12.0,38
1121,Female,30,Registered Nurse,Health,Mass Customer,Yes,3.0,34
1122,Female,59,,,Mass Customer,No,11.0,33
1123,Male,50,,Property,Mass Customer,No,13.0,56
1124,Male,36,Health Coach III,Health,Affluent Customer,Yes,9.0,53
1125,Male,25,Software Test Engineer III,IT,Affluent Customer,No,9.0,28
1126,Female,77,Executive Secretary,,Mass Customer,No,14.0,45
1127,Female,30,Physical Therapy Assistant,Financial Services,Mass Customer,No,8.0,27
1128,Female,47,Financial Advisor,Financial Services,Mass Customer,Yes,8.0,26
1129,Male,2,VP Marketing,Entertainment,Mass Customer,Yes,9.0,41
1130,Female,90,Sales Associate,,Mass Customer,No,16.0,54
1131,Male,16,VP Marketing,,Mass Customer,No,15.0,62
1132,Female,99,Actuary,Financial Services,Affluent Customer,Yes,9.0,33
1133,Male,88,,Manufacturing,Affluent Customer,No,6.0,50
1134,Male,22,Administrative Assistant IV,Financial Services,Affluent Customer,No,3.0,24
1135,Female,60,Software Engineer IV,Financial Services,Mass Customer,Yes,11.0,38
1136,Male,72,Executive Secretary,Property,High Net Worth,No,7.0,41
1137,Male,46,Business Systems Development Analyst,,Mass Customer,No,18.0,41
1138,Female,77,Statistician I,Retail,Mass Customer,Yes,5.0,27
1139,Male,52,Editor,Manufacturing,Mass Customer,Yes,16.0,36
1140,Female,32,Executive Secretary,,Mass Customer,Yes,13.0,32
1141,Female,70,,Financial Services,High Net Worth,Yes,4.0,37
1142,Male,95,Desktop Support Technician,Telecommunications,Mass Customer,No,2.0,20
1143,Male,64,Office Assistant IV,Health,Mass Customer,Yes,6.0,63
1144,Male,73,Environmental Specialist,Health,High Net Worth,Yes,5.0,22
1145,Female,80,,Property,Mass Customer,Yes,14.0,53
1146,Male,88,Assistant Professor,Financial Services,High Net Worth,No,8.0,26
1147,Male,71,Health Coach II,Entertainment,High Net Worth,Yes,9.0,50
1148,Male,60,Statistician IV,Financial Services,High Net Worth,No,5.0,31
1149,Female,29,Developer III,,Affluent Customer,Yes,14.0,51
1150,Female,64,Information Systems Manager,Financial Services,Mass Customer,Yes,13.0,43
1151,Female,27,VP Product Management,Argiculture,High Net Worth,Yes,19.0,53
1152,Male,47,Business Systems Development Analyst,Financial Services,Mass Customer,Yes,3.0,20
1153,Female,53,Desktop Support Technician,Health,Mass Customer,Yes,3.0,23
1154,Male,26,Research Nurse,Health,Mass Customer,Yes,20.0,44
1155,Female,73,VP Marketing,Property,Mass Customer,Yes,9.0,24
1156,Female,22,Marketing Assistant,Argiculture,Mass Customer,Yes,1.0,21
1157,Male,69,Research Nurse,Health,Affluent Customer,Yes,17.0,44
1158,Male,85,Senior Quality Engineer,,Mass Customer,Yes,19.0,33
1159,Male,94,Librarian,Entertainment,Mass Customer,No,1.0,25
1160,Female,98,Speech Pathologist,IT,Affluent Customer,No,10.0,53
1161,Female,86,Senior Quality Engineer,Retail,Mass Customer,No,15.0,41
1162,Male,29,Marketing Assistant,,Mass Customer,Yes,7.0,28
1163,Male,77,Cost Accountant,Financial Services,High Net Worth,Yes,8.0,37
1164,Female,97,Food Chemist,Health,Mass Customer,Yes,17.0,41
1165,Female,58,Administrative Assistant IV,Financial Services,High Net Worth,No,2.0,25
1166,Female,40,Quality Control Specialist,Health,Affluent Customer,No,8.0,46
1167,Female,20,Software Test Engineer III,Health,Mass Customer,No,4.0,22
1168,Male,44,Pharmacist,Health,Affluent Customer,No,18.0,53
1169,Female,33,Actuary,Financial Services,Mass Customer,Yes,13.0,51
1170,Female,62,Assistant Professor,IT,Mass Customer,Yes,4.0,54
1171,Female,32,Human Resources Manager,,Affluent Customer,Yes,8.0,47
1172,Male,48,Recruiter,,Mass Customer,Yes,17.0,44
1173,Female,58,Statistician IV,Retail,High Net Worth,No,16.0,40
1175,Male,8,Human Resources Manager,,Mass Customer,No,8.0,33
1176,Female,7,Software Engineer IV,,Affluent Customer,Yes,7.0,42
1177,Female,47,Food Chemist,Health,Affluent Customer,Yes,6.0,65
1178,Male,1,Pharmacist,Health,Mass Customer,No,13.0,48
1179,Male,56,Media Manager IV,Financial Services,High Net Worth,Yes,13.0,30
1180,Female,48,Account Representative I,Financial Services,Affluent Customer,No,10.0,43
1181,Female,2,Tax Accountant,Argiculture,Mass Customer,No,8.0,40
1182,Female,84,Data Coordiator,IT,Mass Customer,Yes,7.0,43
1183,Male,50,Media Manager II,,Affluent Customer,No,6.0,60
1184,Female,89,Social Worker,Health,Mass Customer,No,13.0,50
1185,Female,17,VP Product Management,,Mass Customer,Yes,2.0,18
1186,Male,70,Help Desk Operator,Manufacturing,Affluent Customer,Yes,20.0,41
1187,Male,65,,Financial Services,Mass Customer,No,1.0,20
1188,Female,14,Statistician IV,,Affluent Customer,Yes,4.0,34
1189,Male,22,Geologist I,Health,High Net Worth,Yes,8.0,30
1190,Female,67,Assistant Professor,Financial Services,Affluent Customer,Yes,10.0,50
1191,Female,20,Director of Sales,,Mass Customer,Yes,1.0,22
1192,Female,31,VP Quality Control,Manufacturing,Mass Customer,No,16.0,49
1193,Male,58,Safety Technician I,Retail,High Net Worth,No,5.0,32
1194,Female,69,Junior Executive,Telecommunications,Affluent Customer,No,3.0,26
1195,Female,0,VP Marketing,Telecommunications,Mass Customer,No,18.0,40
1196,Female,23,Research Nurse,Health,Mass Customer,No,2.0,20
1197,Female,44,Professor,Financial Services,High Net Worth,Yes,5.0,21
1198,Female,73,Sales Representative,Retail,High Net Worth,No,7.0,45
1199,Male,7,VP Accounting,Financial Services,Affluent Customer,Yes,5.0,60
1200,Female,38,Librarian,Entertainment,High Net Worth,No,18.0,44
1201,Female,42,,Manufacturing,Mass Customer,No,10.0,63
1202,Male,90,Sales Representative,Retail,Mass Customer,Yes,8.0,26
1203,Female,38,Technical Writer,Health,Affluent Customer,No,22.0,30
1204,Female,12,Senior Developer,Manufacturing,Affluent Customer,Yes,16.0,47
1205,Male,38,Business Systems Development Analyst,Manufacturing,Affluent Customer,No,13.0,40
1206,Female,13,Paralegal,Financial Services,Mass Customer,No,13.0,40
1207,Female,30,Engineer IV,Health,Mass Customer,No,1.0,21
1208,Female,23,Budget/Accounting Analyst IV,Financial Services,Mass Customer,No,15.0,35
1209,Male,40,Senior Developer,Property,High Net Worth,Yes,11.0,41
1211,Male,45,VP Sales,Financial Services,Affluent Customer,Yes,14.0,40
1212,Female,28,Legal Assistant,Property,Affluent Customer,No,13.0,50
1213,Male,80,Accounting Assistant II,,High Net Worth,No,15.0,45
1214,Male,0,Internal Auditor,Property,High Net Worth,No,15.0,29
1215,Female,79,VP Quality Control,Manufacturing,Mass Customer,No,11.0,51
1216,Female,15,Software Test Engineer I,Telecommunications,Affluent Customer,Yes,10.0,59
1217,Female,67,Structural Engineer,Manufacturing,High Net Worth,No,16.0,50
1218,Female,12,,,Mass Customer,Yes,7.0,36
1219,Male,93,,Financial Services,Mass Customer,No,14.0,47
1220,Male,12,Editor,,High Net Worth,No,14.0,31
1221,Male,75,VP Product Management,Health,High Net Worth,Yes,14.0,23
1222,Female,83,Account Executive,Property,Mass Customer,No,19.0,48
1223,Female,19,Senior Sales Associate,Manufacturing,Mass Customer,Yes,16.0,53
1224,Female,9,Junior Executive,Manufacturing,Mass Customer,No,16.0,41
1225,Male,5,Clinical Specialist,Health,Mass Customer,Yes,10.0,30
1226,Female,32,Director of Sales,Health,Mass Customer,Yes,13.0,37
1227,Female,63,Software Engineer I,IT,Affluent Customer,Yes,12.0,29
1228,Female,43,Senior Cost Accountant,Financial Services,Affluent Customer,No,6.0,56
1229,Male,38,GIS Technical Architect,Manufacturing,Affluent Customer,Yes,1.0,18
1230,Male,61,,Financial Services,Mass Customer,Yes,10.0,33
1231,Female,94,Social Worker,Health,Affluent Customer,No,18.0,45
1232,Male,83,Help Desk Operator,Property,Affluent Customer,No,20.0,59
1233,Female,17,,Retail,Affluent Customer,Yes,16.0,40
1234,Male,87,Geologist I,,Mass Customer,No,17.0,53
1235,Female,24,Dental Hygienist,Health,Mass Customer,No,9.0,49
1236,Male,75,Web Designer IV,Financial Services,High Net Worth,Yes,18.0,44
1237,Female,6,Research Nurse,Health,High Net Worth,No,16.0,49
1238,Male,24,Graphic Designer,,Affluent Customer,Yes,6.0,40
1239,Male,9,,,Mass Customer,Yes,17.0,40
1240,Female,64,Sales Associate,Manufacturing,Mass Customer,Yes,19.0,53
1241,Female,23,Pharmacist,Health,Affluent Customer,Yes,11.0,32
1242,Male,36,Human Resources Assistant III,Property,High Net Worth,Yes,18.0,45
1243,Male,73,Research Assistant II,Retail,Mass Customer,No,8.0,65
1245,Male,34,Product Engineer,Manufacturing,Affluent Customer,No,1.0,24
1246,Male,94,,,High Net Worth,No,6.0,25
1247,Female,15,Geologist I,Entertainment,Affluent Customer,No,11.0,58
1248,Female,31,General Manager,,Affluent Customer,Yes,7.0,55
1249,Male,11,,Telecommunications,Mass Customer,No,16.0,51
1250,Female,42,Help Desk Technician,Manufacturing,Mass Customer,No,1.0,17
1251,Male,63,Desktop Support Technician,Property,Mass Customer,No,2.0,21
1252,Male,46,Recruiting Manager,Manufacturing,Mass Customer,Yes,14.0,53
1253,Female,81,Research Assistant I,Manufacturing,Mass Customer,No,5.0,22
1254,Male,60,Graphic Designer,Retail,Mass Customer,Yes,5.0,60
1255,Male,5,,Health,Affluent Customer,No,11.0,36
1256,Male,8,Food Chemist,Health,High Net Worth,No,9.0,32
1257,Male,40,Assistant Professor,Property,Affluent Customer,Yes,9.0,46
1258,Male,89,Geological Engineer,Manufacturing,Mass Customer,No,6.0,40
1259,Female,23,Assistant Professor,Financial Services,Mass Customer,No,9.0,45
1260,Male,92,Tax Accountant,Property,Mass Customer,No,9.0,29
1261,Female,61,Legal Assistant,Manufacturing,Mass Customer,No,4.0,47
1262,Female,90,Technical Writer,,High Net Worth,Yes,19.0,51
1263,Male,41,Nurse,Manufacturing,Affluent Customer,No,8.0,45
1264,Male,48,,Health,Mass Customer,Yes,7.0,24
1265,Male,72,Biostatistician I,Property,Mass Customer,Yes,2.0,31
1266,Male,68,Human Resources Manager,Health,Mass Customer,Yes,10.0,40
1267,Male,39,Safety Technician IV,Entertainment,Affluent Customer,Yes,19.0,39
1268,Male,20,,Financial Services,High Net Worth,Yes,2.0,29
1269,Male,56,Account Coordinator,Property,High Net Worth,Yes,7.0,28
1270,Male,72,Paralegal,Financial Services,Affluent Customer,No,10.0,35
1271,Female,71,Accounting Assistant II,Telecommunications,Mass Customer,Yes,6.0,24
1272,Female,2,,Manufacturing,Affluent Customer,No,17.0,33
1273,Male,48,General Manager,Financial Services,Affluent Customer,Yes,14.0,44
1274,Male,12,Mechanical Systems Engineer,Manufacturing,Mass Customer,No,20.0,41
1275,Female,70,General Manager,Health,Mass Customer,Yes,8.0,52
1276,Male,24,Dental Hygienist,Health,Affluent Customer,No,4.0,54
1277,Male,26,Help Desk Technician,,Mass Customer,Yes,9.0,46
1278,Female,14,Pharmacist,Health,Affluent Customer,No,2.0,20
1279,Male,30,Staff Accountant I,Financial Services,Mass Customer,No,20.0,56
1280,Male,71,Marketing Assistant,Manufacturing,High Net Worth,Yes,15.0,40
1281,Male,29,Administrative Assistant III,Manufacturing,Affluent Customer,Yes,16.0,50
1282,Male,99,Programmer Analyst III,Entertainment,Affluent Customer,Yes,14.0,38
1283,Female,43,Clinical Specialist,Health,Mass Customer,No,1.0,24
1284,Male,30,Junior Executive,Entertainment,Affluent Customer,No,11.0,42
1285,Male,44,Office Assistant III,Manufacturing,Mass Customer,Yes,12.0,45
1286,Female,83,Senior Quality Engineer,Manufacturing,High Net Worth,Yes,16.0,43
1287,Male,72,Systems Administrator I,Financial Services,Mass Customer,Yes,20.0,58
1288,Female,51,Desktop Support Technician,Financial Services,Affluent Customer,Yes,18.0,39
1289,Male,35,,,Mass Customer,Yes,8.0,45
1290,Male,49,VP Marketing,Financial Services,High Net Worth,Yes,6.0,51
1291,Male,0,Quality Engineer,Health,Mass Customer,No,12.0,38
1292,Female,56,,,Affluent Customer,No,20.0,57
1293,Male,89,Quality Engineer,IT,Mass Customer,No,8.0,38
1294,Female,31,,Manufacturing,Mass Customer,Yes,15.0,44
1295,Male,66,Nurse,Argiculture,Mass Customer,Yes,5.0,21
1296,Female,61,Paralegal,Financial Services,Affluent Customer,Yes,9.0,29
1297,Male,91,Social Worker,Health,Mass Customer,No,3.0,37
1298,Male,35,Research Nurse,Health,Mass Customer,No,16.0,44
1299,Female,72,Media Manager IV,,Affluent Customer,No,12.0,41
1300,Female,0,Physical Therapy Assistant,Financial Services,Affluent Customer,Yes,9.0,27
1301,Female,17,Structural Analysis Engineer,Health,Mass Customer,No,9.0,27
1302,Female,29,Biostatistician I,Financial Services,Affluent Customer,Yes,2.0,20
1303,Male,64,,Argiculture,Mass Customer,No,15.0,46
1304,Male,23,Administrative Assistant III,,High Net Worth,No,11.0,41
1305,Male,97,Executive Secretary,Financial Services,High Net Worth,Yes,6.0,48
1306,Male,13,Occupational Therapist,Health,Affluent Customer,Yes,13.0,62
1307,Female,73,Dental Hygienist,Health,High Net Worth,Yes,10.0,48
1308,Male,34,Analog Circuit Design manager,,Affluent Customer,Yes,18.0,42
1309,Male,95,VP Marketing,,Mass Customer,No,13.0,41
1310,Male,38,Geological Engineer,Manufacturing,High Net Worth,Yes,13.0,32
1311,Female,89,VP Accounting,Financial Services,Mass Customer,Yes,13.0,34
1312,Female,96,Food Chemist,Health,Affluent Customer,No,8.0,24
1313,Male,59,Analyst Programmer,Property,Mass Customer,No,22.0,32
1314,Female,25,Clinical Specialist,Health,Mass Customer,Yes,6.0,48
1315,Female,46,,IT,Mass Customer,Yes,12.0,45
1316,Male,79,Recruiter,Retail,High Net Worth,Yes,18.0,28
1317,Male,2,General Manager,Retail,Mass Customer,Yes,5.0,45
1318,Female,10,Senior Developer,Financial Services,Mass Customer,Yes,4.0,52
1319,Male,20,,Entertainment,Mass Customer,Yes,12.0,63
1320,Female,4,,Manufacturing,High Net Worth,Yes,7.0,35
1321,Female,29,Editor,Argiculture,Affluent Customer,No,8.0,24
1322,Female,37,Data Coordiator,Financial Services,Mass Customer,Yes,1.0,17
1323,Male,27,Account Executive,,High Net Worth,Yes,9.0,30
1324,Female,88,Web Designer III,Manufacturing,Mass Customer,No,11.0,40
1325,Male,67,Account Executive,Argiculture,High Net Worth,Yes,14.0,50
1326,Male,15,Biostatistician III,Health,Affluent Customer,Yes,5.0,52
1327,Female,57,Director of Sales,Property,Affluent Customer,No,6.0,23
1328,Male,19,Budget/Accounting Analyst IV,IT,Mass Customer,Yes,6.0,37
1329,Female,65,Database Administrator IV,,Mass Customer,No,11.0,29
1330,Male,20,Technical Writer,,Affluent Customer,No,19.0,33
1331,Male,12,Tax Accountant,Telecommunications,High Net Worth,No,17.0,31
1332,Male,87,Technical Writer,,Mass Customer,Yes,12.0,40
1333,Male,4,Compensation Analyst,Financial Services,High Net Worth,No,9.0,45
1334,Female,72,Senior Financial Analyst,Financial Services,Mass Customer,No,4.0,20
1335,Female,57,,Entertainment,Mass Customer,Yes,3.0,21
1336,Male,83,Physical Therapy Assistant,,Mass Customer,Yes,15.0,29
1337,Female,15,Structural Engineer,Health,Mass Customer,No,10.0,30
1338,Male,53,Product Engineer,,High Net Worth,No,14.0,38
1339,Female,82,Editor,IT,High Net Worth,No,14.0,40
1340,Male,16,Statistician I,,High Net Worth,No,18.0,41
1341,Male,65,Computer Systems Analyst I,Financial Services,Affluent Customer,No,15.0,32
1342,Male,14,,Retail,Affluent Customer,Yes,11.0,56
1343,Male,67,Dental Hygienist,Health,High Net Worth,No,5.0,39
1344,Female,20,Tax Accountant,Manufacturing,Mass Customer,No,4.0,23
1345,Male,94,Senior Sales Associate,Manufacturing,Mass Customer,No,12.0,58
1346,Male,9,Administrative Assistant IV,Telecommunications,Mass Customer,No,19.0,48
1347,Female,14,Help Desk Operator,Manufacturing,Mass Customer,Yes,14.0,41
1348,Male,88,VP Sales,,High Net Worth,No,13.0,34
1349,Male,83,Electrical Engineer,Manufacturing,Affluent Customer,No,1.0,21
1350,Male,10,Staff Scientist,Retail,Mass Customer,Yes,8.0,61
1352,Male,53,Electrical Engineer,Manufacturing,High Net Worth,No,18.0,64
1353,Female,1,Clinical Specialist,Health,Mass Customer,Yes,11.0,38
1354,Female,0,Analyst Programmer,Financial Services,Affluent Customer,No,2.0,18
1355,Male,37,VP Quality Control,Property,Mass Customer,No,1.0,17
1356,Female,12,Account Representative I,,High Net Worth,No,13.0,37
1357,Male,69,Research Nurse,Health,High Net Worth,No,6.0,25
1358,Male,8,Dental Hygienist,Health,High Net Worth,No,6.0,24
1359,Female,54,Help Desk Technician,Retail,Mass Customer,No,6.0,25
1360,Male,41,Design Engineer,Manufacturing,Mass Customer,Yes,15.0,48
1361,Male,56,Professor,Manufacturing,Affluent Customer,No,19.0,54
1362,Female,20,Account Executive,Manufacturing,Affluent Customer,Yes,15.0,45
1363,Male,7,Associate Professor,Financial Services,Mass Customer,No,18.0,57
1364,Male,99,Junior Executive,Manufacturing,Mass Customer,No,21.0,40
1365,Male,97,Research Associate,Health,Mass Customer,No,3.0,26
1366,Male,10,Computer Systems Analyst IV,Retail,Affluent Customer,No,22.0,44
1367,Female,63,Internal Auditor,Retail,Mass Customer,No,18.0,45
1368,Female,54,,Property,Mass Customer,No,4.0,45
1369,Female,51,Civil Engineer,Manufacturing,Mass Customer,Yes,6.0,24
1370,Female,44,Computer Systems Analyst IV,Property,Mass Customer,No,18.0,32
1371,Female,39,Design Engineer,Retail,Mass Customer,Yes,13.0,59
1372,Male,44,Computer Systems Analyst III,Manufacturing,Affluent Customer,No,17.0,38
1373,Female,3,Director of Sales,Financial Services,Mass Customer,Yes,12.0,60
1374,Male,76,,Manufacturing,Mass Customer,No,8.0,42
1375,Male,36,Analog Circuit Design manager,Financial Services,Affluent Customer,No,18.0,40
1376,Male,89,Environmental Tech,Health,Mass Customer,Yes,18.0,52
1377,Male,86,Mechanical Systems Engineer,Retail,Mass Customer,Yes,2.0,29
1378,Female,36,,Property,Affluent Customer,Yes,7.0,40
1379,Female,63,Legal Assistant,Financial Services,Mass Customer,Yes,7.0,29
1380,Female,99,Financial Analyst,Financial Services,Mass Customer,No,3.0,20
1381,Male,79,Engineer IV,Manufacturing,Affluent Customer,Yes,15.0,33
1382,Male,27,Data Coordiator,Manufacturing,High Net Worth,Yes,20.0,29
1383,Female,81,Software Consultant,IT,Affluent Customer,No,8.0,61
1384,Female,48,Quality Control Specialist,Manufacturing,Mass Customer,No,2.0,20
1385,Female,39,Cost Accountant,Financial Services,Mass Customer,No,16.0,61
1386,Female,71,Help Desk Technician,Retail,Mass Customer,Yes,12.0,51
1387,Female,33,Chemical Engineer,Manufacturing,Mass Customer,Yes,4.0,41
1388,Male,86,Internal Auditor,Financial Services,Mass Customer,No,7.0,46
1389,Female,27,,Health,Affluent Customer,No,15.0,56
1390,Female,74,Accounting Assistant I,Retail,High Net Worth,Yes,1.0,18
1391,Female,62,Marketing Assistant,Retail,High Net Worth,No,12.0,42
1392,Female,28,Human Resources Manager,Financial Services,Mass Customer,No,1.0,18
1393,Female,96,,Manufacturing,Mass Customer,No,20.0,42
1394,Male,50,,Health,Mass Customer,Yes,8.0,40
1395,Female,83,VP Product Management,,High Net Worth,Yes,16.0,61
1396,Male,20,Cost Accountant,Financial Services,Mass Customer,No,18.0,31
1397,Male,29,Legal Assistant,Manufacturing,Mass Customer,Yes,14.0,39
1398,Female,11,Project Manager,Manufacturing,Mass Customer,No,17.0,52
1399,Female,84,Staff Scientist,Manufacturing,Mass Customer,No,15.0,51
1400,Female,51,Senior Developer,Manufacturing,Affluent Customer,Yes,7.0,36
1401,Female,68,,Financial Services,High Net Worth,No,10.0,40
1402,Male,58,Assistant Professor,Telecommunications,Mass Customer,No,1.0,17
1403,Female,18,Geologist II,Retail,Mass Customer,No,16.0,38
1404,Male,78,Chemical Engineer,Manufacturing,Mass Customer,Yes,14.0,61
1405,Female,52,VP Product Management,Manufacturing,High Net Worth,Yes,11.0,60
1406,Male,3,Cost Accountant,Financial Services,High Net Worth,Yes,17.0,48
1407,Female,43,Structural Analysis Engineer,Manufacturing,Mass Customer,Yes,9.0,38
1408,Male,14,Dental Hygienist,Health,High Net Worth,No,4.0,21
1409,Female,69,Help Desk Technician,,Mass Customer,No,4.0,22
1410,Female,10,Marketing Manager,Retail,High Net Worth,Yes,6.0,21
1411,Female,24,Registered Nurse,Health,Mass Customer,Yes,5.0,24
1412,Female,20,Tax Accountant,,Mass Customer,Yes,4.0,27
1413,Female,47,Administrative Assistant II,Financial Services,Mass Customer,No,3.0,20
1414,Female,57,Help Desk Technician,Retail,Mass Customer,Yes,10.0,38
1415,Female,68,Executive Secretary,Property,High Net Worth,Yes,3.0,20
1416,Male,90,Assistant Manager,,High Net Worth,Yes,5.0,51
1417,Female,12,,Manufacturing,High Net Worth,Yes,20.0,59
1418,Female,80,Senior Sales Associate,IT,Affluent Customer,Yes,21.0,42
1419,Male,5,Physical Therapy Assistant,Financial Services,Mass Customer,Yes,4.0,51
1420,Female,14,Dental Hygienist,Health,Mass Customer,No,11.0,59
1421,Female,74,Senior Editor,Property,Mass Customer,No,20.0,62
1422,Male,31,Nuclear Power Engineer,Manufacturing,Affluent Customer,Yes,16.0,46
