customer_id,gender,past_3_years_bike_related_purchases,job_title,job_industry_category,wealth_segment,owns_car,tenure,age,postcode,state,property_valuation,target
899,Female,42,Business Systems Development Analyst,Health,Affluent Customer,Yes,12.0,55,2486,NSW,7,1
900,Male,48,Associate Professor,Manufacturing,Mass Customer,Yes,5.0,28,3228,VIC,8,0
901,Female,13,,Retail,Mass Customer,Yes,16.0,43,4511,QLD,5,0
902,Female,37,Staff Scientist,Retail,Mass Customer,No,18.0,29,2340,NSW,3,1
903,Male,46,,Financial Services,Mass Customer,No,14.0,57,4110,QLD,5,1
904,Female,51,Database Administrator II,,High Net Worth,Yes,11.0,44,4226,QLD,7,0
905,Female,41,Safety Technician II,Manufacturing,Affluent Customer,No,12.0,40,4506,QLD,3,1
906,Male,73,Financial Analyst,Financial Services,High Net Worth,Yes,3.0,20,3150,VIC,9,1
907,Male,51,Sales Associate,Property,High Net Worth,Yes,17.0,40,2026,NSW,9,1
908,Female,86,,Financial Services,Affluent Customer,Yes,17.0,38,3084,VIC,8,1
909,Female,77,Operator,,High Net Worth,Yes,8.0,58,3802,VIC,7,0
910,Male,50,Biostatistician I,Financial Services,Mass Customer,No,14.0,32,2116,NSW,10,0
911,Male,62,Structural Analysis Engineer,Property,Affluent Customer,No,3.0,44,2747,NSW,8,0
912,Male,37,Sales Representative,Retail,Mass Customer,Yes,19.0,50,2211,NSW,10,1
913,Female,67,,Financial Services,Mass Customer,No,1.0,18,2222,NSW,7,0
914,Male,73,Chemical Engineer,Manufacturing,Affluent Customer,Yes,2.0,19,3124,VIC,8,0
915,Female,17,Budget/Accounting Analyst IV,Entertainment,Mass Customer,No,7.0,34,2795,NSW,5,0
916,Female,18,Recruiter,,Affluent Customer,No,8.0,27,2567,NSW,8,0
917,Male,63,VP Product Management,Financial Services,Mass Customer,No,19.0,54,3188,VIC,9,1
918,Male,73,Internal Auditor,Health,High Net Worth,No,13.0,43,3730,VIC,4,1
919,Male,48,Registered Nurse,Health,Mass Customer,Yes,13.0,31,2234,NSW,10,1
920,Male,89,Software Test Engineer IV,Health,Mass Customer,Yes,19.0,42,2062,NSW,10,1
921,Female,77,Help Desk Technician,Manufacturing,Mass Customer,No,7.0,39,2027,NSW,11,1
922,Female,52,Operator,Financial Services,Mass Customer,No,19.0,46,3060,VIC,8,0
923,Male,44,Senior Financial Analyst,Financial Services,High Net Worth,No,19.0,41,4131,QLD,4,1
924,Male,33,Computer Systems Analyst II,,Affluent Customer,No,13.0,42,2518,NSW,10,1
925,Male,42,Accountant IV,Manufacturing,Affluent Customer,No,16.0,40,2323,NSW,4,1
926,Male,18,Professor,Telecommunications,Affluent Customer,No,10.0,53,2766,NSW,8,0
927,Male,25,Cost Accountant,Financial Services,Mass Customer,Yes,18.0,52,3199,VIC,8,0
928,Male,61,Associate Professor,,High Net Worth,Yes,18.0,45,3158,VIC,8,1
929,Male,0,Database Administrator III,Financial Services,Mass Customer,Yes,13.0,53,3188,VIC,12,0
930,Female,86,Executive Secretary,Retail,Mass Customer,Yes,8.0,47,2477,NSW,6,0
931,Female,59,Design Engineer,Manufacturing,Affluent Customer,Yes,1.0,19,3143,VIC,8,0
932,Female,30,Graphic Designer,,Mass Customer,No,18.0,29,2770,NSW,7,1
933,Female,75,Help Desk Operator,Retail,Mass Customer,Yes,5.0,22,2195,NSW,9,0
934,Male,76,Human Resources Manager,Manufacturing,Mass Customer,No,6.0,22,2036,NSW,12,1
935,Male,76,Marketing Manager,,Mass Customer,Yes,3.0,24,2575,NSW,10,1
936,Male,64,Speech Pathologist,Health,High Net Worth,No,3.0,30,3400,VIC,2,1
937,Male,65,Human Resources Assistant IV,Manufacturing,Affluent Customer,No,15.0,33,2145,NSW,8,0
938,Female,18,Technical Writer,Retail,Mass Customer,No,7.0,22,3037,VIC,7,1
939,Male,53,Product Engineer,Manufacturing,Mass Customer,No,6.0,57,2233,NSW,9,0
940,Female,3,Administrative Officer,Manufacturing,Mass Customer,No,9.0,31,4570,QLD,2,0
941,Male,13,Recruiting Manager,Financial Services,Affluent Customer,Yes,1.0,23,4507,QLD,8,1
942,Female,31,Director of Sales,Financial Services,Mass Customer,Yes,14.0,44,4220,QLD,8,0
943,Male,94,Legal Assistant,Property,Affluent Customer,Yes,15.0,39,2113,NSW,11,1
944,Female,53,,Manufacturing,Mass Customer,No,15.0,42,3799,VIC,3,1
945,Male,59,Human Resources Manager,,High Net Worth,Yes,1.0,20,4505,QLD,6,1
946,Female,16,Research Associate,Manufacturing,High Net Worth,No,12.0,57,2229,NSW,10,1
947,Female,43,Pharmacist,Health,Mass Customer,No,10.0,32,3021,VIC,7,1
948,Male,19,Recruiting Manager,,Affluent Customer,No,10.0,49,2443,NSW,6,0
949,Male,18,Executive Secretary,Health,Mass Customer,Yes,3.0,43,2010,NSW,9,1
951,Male,44,Assistant Media Planner,Entertainment,Mass Customer,No,1.0,19,2570,NSW,9,1
952,Female,34,VP Sales,Financial Services,Affluent Customer,Yes,6.0,47,3752,VIC,7,0
953,Female,16,,,Mass Customer,No,7.0,39,4720,QLD,1,1
954,Male,76,VP Quality Control,Manufacturing,Mass Customer,Yes,7.0,23,3177,VIC,6,0
955,Female,78,Research Nurse,Health,Mass Customer,Yes,9.0,29,2192,NSW,9,1
956,Male,19,Nuclear Power Engineer,Manufacturing,Mass Customer,Yes,9.0,58,2069,NSW,12,0
957,Female,80,Automation Specialist I,Manufacturing,Affluent Customer,Yes,7.0,24,3111,VIC,10,0
958,Male,15,Biostatistician IV,Health,High Net Worth,No,18.0,54,2023,NSW,12,1
959,Female,3,Staff Scientist,,Affluent Customer,Yes,21.0,32,2033,NSW,9,1
960,Male,1,GIS Technical Architect,Health,Mass Customer,Yes,12.0,50,3030,VIC,8,0
961,Female,73,Assistant Manager,Financial Services,Mass Customer,No,6.0,32,2148,NSW,8,0
962,Male,49,VP Product Management,,High Net Worth,Yes,17.0,41,3147,VIC,8,1
963,Female,56,Budget/Accounting Analyst I,,High Net Worth,Yes,16.0,50,2196,NSW,10,1
964,Female,35,Assistant Professor,Financial Services,High Net Worth,No,6.0,24,2089,NSW,12,0
965,Female,86,Structural Engineer,Retail,High Net Worth,Yes,5.0,21,2641,NSW,1,0
966,Female,70,Speech Pathologist,Retail,High Net Worth,Yes,5.0,40,4212,QLD,10,0
967,Female,44,Sales Associate,Manufacturing,Affluent Customer,Yes,1.0,19,3241,VIC,5,0
968,Male,96,Accountant IV,IT,High Net Worth,Yes,16.0,63,2450,NSW,6,1
969,Female,20,Health Coach IV,Health,High Net Worth,Yes,18.0,40,4209,QLD,5,0
970,Female,2,VP Accounting,Financial Services,High Net Worth,Yes,14.0,38,2026,NSW,10,0
971,Male,11,Geologist I,Manufacturing,High Net Worth,No,22.0,30,3428,VIC,7,0
972,Female,81,Project Manager,Retail,Mass Customer,Yes,10.0,37,4227,QLD,5,0
973,Female,46,Data Coordiator,Health,High Net Worth,No,15.0,39,3806,VIC,7,1
974,Female,92,Administrative Assistant IV,,Mass Customer,Yes,4.0,27,4034,QLD,7,1
976,Male,10,Graphic Designer,Financial Services,Affluent Customer,No,10.0,47,3175,VIC,8,1
977,Female,65,Staff Accountant III,,High Net Worth,Yes,13.0,59,2558,NSW,7,0
978,Female,40,Nurse Practicioner,,High Net Worth,No,15.0,36,2460,NSW,1,0
979,Female,42,Budget/Accounting Analyst I,Manufacturing,High Net Worth,No,12.0,59,3173,VIC,9,0
980,Female,19,Registered Nurse,Health,Mass Customer,No,8.0,40,2289,NSW,8,0
981,Male,0,,Retail,Mass Customer,No,11.0,45,2031,NSW,9,1
982,Male,14,Geologist III,Health,High Net Worth,Yes,6.0,58,2250,NSW,6,1
984,Male,89,Programmer I,Manufacturing,Affluent Customer,No,16.0,64,3111,VIC,7,1
985,Female,29,Help Desk Operator,Retail,High Net Worth,No,15.0,48,4500,QLD,4,0
986,Male,3,Office Assistant I,Manufacturing,Mass Customer,Yes,8.0,24,4825,QLD,3,1
987,Male,89,Senior Cost Accountant,Financial Services,Affluent Customer,Yes,11.0,44,4213,QLD,9,1
988,Female,35,Director of Sales,Manufacturing,High Net Worth,No,7.0,37,4161,QLD,6,0
989,Female,43,Project Manager,Financial Services,Mass Customer,No,17.0,36,4018,QLD,4,1
990,Female,56,Administrative Officer,Manufacturing,Mass Customer,Yes,14.0,42,2560,NSW,7,1
991,Female,11,Financial Analyst,Financial Services,Mass Customer,Yes,10.0,27,3757,VIC,9,1
992,Female,6,,Property,Mass Customer,Yes,8.0,60,3073,VIC,9,0
993,Female,71,Account Coordinator,Argiculture,High Net Worth,No,17.0,41,2871,NSW,3,1
994,Female,62,Librarian,Entertainment,Affluent Customer,Yes,5.0,41,3141,VIC,10,0
995,Male,16,Information Systems Manager,Health,Mass Customer,Yes,19.0,53,4034,QLD,5,1
997,Male,30,Teacher,Telecommunications,Mass Customer,Yes,13.0,37,2146,NSW,9,1
998,Female,66,Speech Pathologist,Manufacturing,Affluent Customer,Yes,5.0,53,2768,NSW,9,0
999,Female,12,Recruiting Manager,,High Net Worth,No,4.0,30,3073,VIC,9,1
1000,Female,44,Compensation Analyst,Financial Services,Mass Customer,No,11.0,40,3136,VIC,9,1
1001,Male,63,Recruiter,Retail,Mass Customer,No,14.0,39,4869,QLD,3,1
1002,Male,65,Business Systems Development Analyst,,Mass Customer,Yes,18.0,40,3127,VIC,12,0
1003,Female,35,Paralegal,Financial Services,High Net Worth,No,18.0,50,4078,QLD,7,1
1004,Male,35,Business Systems Development Analyst,IT,High Net Worth,No,22.0,43,3182,VIC,6,0
1005,Female,94,Design Engineer,IT,High Net Worth,Yes,8.0,51,2165,NSW,9,0
1006,Male,15,Quality Control Specialist,Telecommunications,Affluent Customer,Yes,19.0,41,3046,VIC,8,1
1007,Male,58,,Retail,Mass Customer,No,5.0,22,2066,NSW,12,1
1008,Female,47,Teacher,,Mass Customer,No,21.0,43,2065,NSW,12,0
1009,Female,16,Research Associate,Manufacturing,High Net Worth,Yes,13.0,61,4380,QLD,9,0
1010,Male,24,Nurse,Financial Services,Affluent Customer,No,17.0,55,2340,NSW,4,0
1011,Female,42,Occupational Therapist,Health,High Net Worth,Yes,10.0,33,2769,NSW,9,0
1012,Female,20,Software Test Engineer III,,High Net Worth,Yes,11.0,63,4220,QLD,9,0
1013,Female,53,Physical Therapy Assistant,Retail,High Net Worth,No,17.0,42,2179,NSW,8,1
1014,Male,60,Senior Developer,Property,Mass Customer,Yes,8.0,58,2527,NSW,8,1
1015,Male,7,Web Developer I,Health,Mass Customer,No,17.0,63,3024,VIC,8,1
1016,Male,0,Legal Assistant,IT,Mass Customer,Yes,17.0,59,3934,VIC,11,1
1017,Female,88,Assistant Media Planner,Entertainment,High Net Worth,No,16.0,39,2027,NSW,11,0
1018,Male,1,Help Desk Operator,Manufacturing,Mass Customer,Yes,7.0,24,3109,VIC,10,0
1019,Male,42,Human Resources Assistant II,Manufacturing,Mass Customer,Yes,14.0,45,2540,NSW,8,0
1020,Female,29,,IT,Affluent Customer,No,13.0,43,2145,NSW,10,0
1021,Male,16,Mechanical Systems Engineer,Retail,High Net Worth,No,7.0,41,2761,NSW,8,1
1022,Female,56,Assistant Manager,Financial Services,Affluent Customer,Yes,14.0,28,2136,NSW,10,0
1023,Female,16,,Financial Services,Affluent Customer,Yes,6.0,27,2145,NSW,8,0
1024,Female,17,Social Worker,Health,High Net Worth,Yes,2.0,26,3124,VIC,9,1
1025,Male,69,Quality Engineer,IT,Mass Customer,Yes,5.0,21,3046,VIC,8,1
1026,Male,66,,Financial Services,Affluent Customer,No,4.0,24,2153,NSW,10,1
1027,Male,33,Statistician I,Financial Services,Affluent Customer,No,18.0,52,2069,NSW,12,1
1028,Male,10,Project Manager,,High Net Worth,No,1.0,19,2046,NSW,9,1
1029,Male,71,VP Sales,,Mass Customer,No,4.0,21,2484,NSW,6,1
1030,Female,9,Food Chemist,Health,Mass Customer,No,5.0,56,3225,VIC,7,1
1031,Male,75,Junior Executive,Manufacturing,Mass Customer,No,6.0,35,4053,QLD,7,0
1032,Female,36,Executive Secretary,,Mass Customer,Yes,18.0,40,3145,VIC,11,1
1033,Male,70,,,Affluent Customer,Yes,3.0,23,4068,QLD,9,1
1034,Male,16,,,High Net Worth,Yes,3.0,42,2324,NSW,3,0
1035,Female,77,Operator,Retail,Affluent Customer,Yes,5.0,42,2214,NSW,9,0
1036,Female,6,Paralegal,Financial Services,Mass Customer,Yes,12.0,49,2041,NSW,12,0
1037,Female,95,Human Resources Assistant II,Financial Services,Mass Customer,No,10.0,62,2031,NSW,11,1
1039,Female,24,,,High Net Worth,Yes,15.0,43,2454,NSW,4,1
1040,Female,78,Food Chemist,Health,High Net Worth,No,9.0,43,4556,QLD,8,0
1041,Male,95,,Property,Affluent Customer,No,15.0,59,2065,NSW,10,0
1042,Male,0,Nuclear Power Engineer,Manufacturing,High Net Worth,Yes,11.0,42,2216,NSW,11,0
1043,Male,34,Sales Associate,Financial Services,Mass Customer,Yes,16.0,32,4573,QLD,7,1
1045,Female,88,,Financial Services,Mass Customer,Yes,19.0,32,2154,NSW,11,0
1046,Female,0,Budget/Accounting Analyst II,,Affluent Customer,No,11.0,63,2171,NSW,9,0
1047,Male,39,VP Accounting,Financial Services,Affluent Customer,No,11.0,40,2871,NSW,7,1
1048,Male,99,Internal Auditor,,Affluent Customer,No,15.0,42,3034,VIC,9,1
1049,Male,35,Software Consultant,Property,Mass Customer,No,2.0,22,3082,VIC,8,1
1050,Female,7,Software Consultant,Telecommunications,Mass Customer,Yes,15.0,45,2131,NSW,11,1
1051,Female,34,Help Desk Technician,Property,High Net Worth,Yes,14.0,41,3207,VIC,10,0
1052,Female,31,Junior Executive,Financial Services,High Net Worth,No,3.0,32,3184,VIC,11,1
1053,Male,98,,Manufacturing,Mass Customer,Yes,8.0,56,2250,NSW,5,0
1054,Male,27,Nuclear Power Engineer,Manufacturing,Mass Customer,Yes,13.0,35,2118,NSW,11,1
1055,Female,30,Data Coordiator,Manufacturing,Mass Customer,No,12.0,30,2570,NSW,10,0
1056,Male,96,Software Test Engineer IV,Manufacturing,Affluent Customer,No,6.0,52,2260,NSW,7,1
1057,Female,73,Registered Nurse,Health,Mass Customer,No,5.0,49,2065,NSW,12,0
1058,Female,37,Research Assistant IV,Retail,Affluent Customer,Yes,4.0,31,3977,VIC,6,0
1059,Female,68,Account Representative III,Entertainment,High Net Worth,Yes,6.0,50,2016,NSW,11,0
1060,Female,88,Associate Professor,Argiculture,Affluent Customer,Yes,13.0,57,2112,NSW,11,0
1061,Male,34,Speech Pathologist,Financial Services,Mass Customer,No,19.0,30,2137,NSW,12,1
1062,Female,32,Junior Executive,,Mass Customer,No,14.0,43,2228,NSW,11,1
1063,Male,22,Actuary,Financial Services,Affluent Customer,Yes,13.0,31,2217,NSW,10,1
1064,Male,3,Librarian,Entertainment,Affluent Customer,Yes,8.0,41,2223,NSW,8,0
1065,Male,8,Quality Engineer,Financial Services,Mass Customer,Yes,8.0,56,2018,NSW,9,1
1066,Male,45,Recruiter,Telecommunications,High Net Worth,No,12.0,23,3109,VIC,10,0
1067,Female,13,Engineer IV,Financial Services,Mass Customer,Yes,13.0,53,2315,NSW,9,0
1068,Male,5,,Health,Mass Customer,Yes,3.0,23,2170,NSW,8,1
1069,Male,85,Web Designer I,Telecommunications,Mass Customer,No,15.0,42,4053,QLD,7,0
1070,Male,5,Account Representative IV,,Mass Customer,No,1.0,23,4300,QLD,4,0
1071,Male,68,,Retail,High Net Worth,No,1.0,32,2619,NSW,7,1
1072,Male,60,Senior Cost Accountant,Financial Services,High Net Worth,Yes,8.0,61,2452,NSW,3,0
1073,Female,77,Associate Professor,,Affluent Customer,Yes,7.0,38,2229,NSW,10,1
1074,Male,43,Accounting Assistant IV,,High Net Worth,Yes,18.0,44,2800,NSW,3,1
1075,Male,26,Administrative Officer,Manufacturing,High Net Worth,No,7.0,51,2880,NSW,1,1
1076,Male,33,Pharmacist,Health,Affluent Customer,No,2.0,18,2515,NSW,9,1
1077,Female,8,,Telecommunications,Mass Customer,Yes,18.0,63,4020,QLD,7,1
1078,Male,69,Executive Secretary,Manufacturing,Mass Customer,No,20.0,42,2193,NSW,9,1
1079,Male,70,Nurse Practicioner,Manufacturing,Mass Customer,No,18.0,40,2064,NSW,9,0
1080,Female,70,Speech Pathologist,Property,Mass Customer,Yes,2.0,19,4220,QLD,9,0
1081,Female,25,Social Worker,Health,Mass Customer,No,16.0,33,2450,NSW,8,0
1083,Male,46,VP Product Management,,Affluent Customer,No,1.0,22,4035,QLD,8,0
1084,Female,54,Accounting Assistant I,Retail,Affluent Customer,No,8.0,24,2322,NSW,4,1
1085,Male,4,Internal Auditor,Health,Mass Customer,No,8.0,43,4509,QLD,7,0
1086,Male,84,Statistician IV,Property,Mass Customer,Yes,4.0,29,3138,VIC,9,1
1087,Female,39,Financial Analyst,Financial Services,Mass Customer,Yes,8.0,39,3029,VIC,5,0
1088,Female,19,Design Engineer,,High Net Worth,Yes,3.0,29,3441,VIC,9,1
1089,Female,90,Product Engineer,Property,Affluent Customer,No,12.0,30,3136,VIC,9,1
1090,Female,15,Computer Systems Analyst II,Telecommunications,Affluent Customer,No,17.0,43,2121,NSW,11,1
1091,Male,19,,Health,Mass Customer,No,15.0,38,3023,VIC,7,1
1092,Female,56,VP Quality Control,Retail,Mass Customer,No,5.0,83,3337,VIC,3,0
1093,Female,63,Business Systems Development Analyst,,Affluent Customer,No,5.0,22,2216,NSW,10,1
1094,Male,48,Dental Hygienist,Health,High Net Worth,No,19.0,43,4074,QLD,7,1
1095,Female,2,Project Manager,Health,Mass Customer,No,6.0,60,2101,NSW,9,0
1096,Male,33,Software Test Engineer I,Health,High Net Worth,No,14.0,49,2153,NSW,9,0
1097,Female,71,Engineer II,Financial Services,Mass Customer,Yes,18.0,50,2164,NSW,8,0
1098,Female,99,Administrative Assistant IV,Financial Services,Mass Customer,Yes,12.0,29,2160,NSW,9,1
1099,Male,12,Tax Accountant,Manufacturing,Affluent Customer,Yes,11.0,43,2756,NSW,8,0
1100,Male,59,Engineer I,Manufacturing,Mass Customer,No,15.0,35,4510,QLD,3,0
1101,Female,76,Senior Editor,,Mass Customer,No,15.0,50,2075,NSW,11,0
1102,Female,16,Recruiting Manager,Manufacturing,Affluent Customer,No,15.0,42,2647,NSW,3,1
1103,Female,76,Financial Advisor,Financial Services,High Net Worth,Yes,20.0,40,2154,NSW,10,1
1104,Female,82,Programmer III,Retail,Mass Customer,No,8.0,59,2565,NSW,6,1
1105,Male,39,General Manager,,Mass Customer,No,18.0,28,2731,NSW,4,0
1106,Female,2,Software Consultant,Retail,Mass Customer,No,15.0,56,3185,VIC,11,1
1107,Female,70,Social Worker,Health,High Net Worth,No,18.0,44,2164,NSW,9,1
1108,Female,86,Dental Hygienist,Health,Mass Customer,No,17.0,56,2323,NSW,5,0
1109,Male,21,Web Developer II,Entertainment,High Net Worth,No,6.0,29,3130,VIC,9,0
1110,Male,73,Information Systems Manager,Retail,High Net Worth,No,12.0,27,3757,VIC,7,1
1111,Male,96,Director of Sales,,High Net Worth,Yes,18.0,58,3284,VIC,6,1
1112,Male,25,,,Mass Customer,Yes,13.0,37,2204,NSW,11,0
1113,Male,45,Recruiter,Property,Mass Customer,No,6.0,26,2037,NSW,12,1
1114,Female,96,Structural Engineer,Retail,Mass Customer,No,14.0,42,4211,QLD,7,0
1115,Female,33,Account Coordinator,,High Net Worth,Yes,17.0,48,2153,NSW,10,1
1116,Female,59,Assistant Manager,Health,Mass Customer,Yes,16.0,44,2527,NSW,9,0
1117,Female,83,Quality Engineer,,Affluent Customer,No,14.0,43,2747,NSW,9,1
1118,Female,95,Sales Representative,Retail,Mass Customer,Yes,9.0,43,2152,NSW,8,0
1119,Male,43,,Entertainment,Mass Customer,Yes,19.0,42,2118,NSW,11,1
1120,Female,87,Web Developer IV,Retail,Affluent Customer,No,12.0,38,2168,NSW,9,1
1121,Female,30,Registered Nurse,Health,Mass Customer,Yes,3.0,34,2067,NSW,11,0
1122,Female,59,,,Mass Customer,No,11.0,33,3021,VIC,8,0
1123,Male,50,,Property,Mass Customer,No,13.0,56,2573,NSW,7,0
1124,Male,36,Health Coach III,Health,Affluent Customer,Yes,9.0,53,2118,NSW,11,0
1125,Male,25,Software Test Engineer III,IT,Affluent Customer,No,9.0,28,2759,NSW,9,0
1126,Female,77,Executive Secretary,,Mass Customer,No,14.0,45,3185,VIC,11,0
1127,Female,30,Physical Therapy Assistant,Financial Services,Mass Customer,No,8.0,27,2206,NSW,10,0
1128,Female,47,Financial Advisor,Financial Services,Mass Customer,Yes,8.0,26,4869,QLD,4,0
1129,Male,2,VP Marketing,Entertainment,Mass Customer,Yes,9.0,41,4226,QLD,8,1
1130,Female,90,Sales Associate,,Mass Customer,No,16.0,54,2062,NSW,12,0
1131,Male,16,VP Marketing,,Mass Customer,No,15.0,62,4814,QLD,3,1
1132,Female,99,Actuary,Financial Services,Affluent Customer,Yes,9.0,33,3076,VIC,7,1
1133,Male,88,,Manufacturing,Affluent Customer,No,6.0,50,4815,QLD,4,1
1134,Male,22,Administrative Assistant IV,Financial Services,Affluent Customer,No,3.0,24,2076,NSW,11,1
1135,Female,60,Software Engineer IV,Financial Services,Mass Customer,Yes,11.0,38,2539,NSW,6,0
1136,Male,72,Executive Secretary,Property,High Net Worth,No,7.0,41,2147,NSW,9,1
1137,Male,46,Business Systems Development Analyst,,Mass Customer,No,18.0,41,3184,VIC,3,1
1138,Female,77,Statistician I,Retail,Mass Customer,Yes,5.0,27,4503,QLD,6,1
1139,Male,52,Editor,Manufacturing,Mass Customer,Yes,16.0,36,4127,QLD,2,0
1140,Female,32,Executive Secretary,,Mass Customer,Yes,13.0,32,2206,NSW,10,1
1141,Female,70,,Financial Services,High Net Worth,Yes,4.0,37,3162,VIC,11,0
1142,Male,95,Desktop Support Technician,Telecommunications,Mass Customer,No,2.0,20,2526,NSW,9,0
1143,Male,64,Office Assistant IV,Health,Mass Customer,Yes,6.0,63,2579,NSW,5,0
1144,Male,73,Environmental Specialist,Health,High Net Worth,Yes,5.0,22,2177,NSW,9,1
1145,Female,80,,Property,Mass Customer,Yes,14.0,53,3165,VIC,10,0
1146,Male,88,Assistant Professor,Financial Services,High Net Worth,No,8.0,26,3201,VIC,4,0
1147,Male,71,Health Coach II,Entertainment,High Net Worth,Yes,9.0,50,2768,NSW,9,1
1148,Male,60,Statistician IV,Financial Services,High Net Worth,No,5.0,31,2160,NSW,5,0
1149,Female,29,Developer III,,Affluent Customer,Yes,14.0,51,2148,NSW,7,0
1150,Female,64,Information Systems Manager,Financial Services,Mass Customer,Yes,13.0,43,4502,QLD,4,0
1151,Female,27,VP Product Management,Argiculture,High Net Worth,Yes,19.0,53,2166,NSW,9,0
1152,Male,47,Business Systems Development Analyst,Financial Services,Mass Customer,Yes,3.0,20,4551,QLD,10,1
1153,Female,53,Desktop Support Technician,Health,Mass Customer,Yes,3.0,23,4127,QLD,4,0
1154,Male,26,Research Nurse,Health,Mass Customer,Yes,20.0,44,2222,NSW,11,1
1155,Female,73,VP Marketing,Property,Mass Customer,Yes,9.0,24,2710,NSW,1,1
1156,Female,22,Marketing Assistant,Argiculture,Mass Customer,Yes,1.0,21,4510,QLD,3,0
1157,Male,69,Research Nurse,Health,Affluent Customer,Yes,17.0,44,2090,NSW,12,1
1158,Male,85,Senior Quality Engineer,,Mass Customer,Yes,19.0,33,3038,VIC,4,1
1159,Male,94,Librarian,Entertainment,Mass Customer,No,1.0,25,3551,VIC,8,0
1160,Female,98,Speech Pathologist,IT,Affluent Customer,No,10.0,53,2250,NSW,7,0
1161,Female,86,Senior Quality Engineer,Retail,Mass Customer,No,15.0,41,4122,QLD,7,0
1162,Male,29,Marketing Assistant,,Mass Customer,Yes,7.0,28,3031,VIC,10,0
1163,Male,77,Cost Accountant,Financial Services,High Net Worth,Yes,8.0,37,3145,VIC,9,0
1164,Female,97,Food Chemist,Health,Mass Customer,Yes,17.0,41,3142,VIC,9,0
1165,Female,58,Administrative Assistant IV,Financial Services,High Net Worth,No,2.0,25,2710,NSW,1,1
1166,Female,40,Quality Control Specialist,Health,Affluent Customer,No,8.0,46,2576,NSW,8,1
1167,Female,20,Software Test Engineer III,Health,Mass Customer,No,4.0,22,4209,QLD,6,0
1168,Male,44,Pharmacist,Health,Affluent Customer,No,18.0,53,3442,VIC,8,1
1169,Female,33,Actuary,Financial Services,Mass Customer,Yes,13.0,51,2153,NSW,10,1
1170,Female,62,Assistant Professor,IT,Mass Customer,Yes,4.0,54,4064,QLD,9,0
1171,Female,32,Human Resources Manager,,Affluent Customer,Yes,8.0,47,4152,QLD,8,1
1172,Male,48,Recruiter,,Mass Customer,Yes,17.0,44,2230,NSW,9,1
1173,Female,58,Statistician IV,Retail,High Net Worth,No,16.0,40,2127,NSW,7,0
1175,Male,8,Human Resources Manager,,Mass Customer,No,8.0,33,2170,NSW,9,0
1176,Female,7,Software Engineer IV,,Affluent Customer,Yes,7.0,42,2212,NSW,9,0
1177,Female,47,Food Chemist,Health,Affluent Customer,Yes,6.0,65,2150,NSW,8,1
1178,Male,1,Pharmacist,Health,Mass Customer,No,13.0,48,2118,NSW,9,1
1179,Male,56,Media Manager IV,Financial Services,High Net Worth,Yes,13.0,30,4012,QLD,8,0
1180,Female,48,Account Representative I,Financial Services,Affluent Customer,No,10.0,43,2747,NSW,8,0
1181,Female,2,Tax Accountant,Argiculture,Mass Customer,No,8.0,40,4217,QLD,8,1
1182,Female,84,Data Coordiator,IT,Mass Customer,Yes,7.0,43,2430,NSW,3,1
1183,Male,50,Media Manager II,,Affluent Customer,No,6.0,60,3039,VIC,6,0
1184,Female,89,Social Worker,Health,Mass Customer,No,13.0,50,2017,NSW,9,1
1185,Female,17,VP Product Management,,Mass Customer,Yes,2.0,18,2213,NSW,10,0
1186,Male,70,Help Desk Operator,Manufacturing,Affluent Customer,Yes,20.0,41,2061,NSW,10,0
1187,Male,65,,Financial Services,Mass Customer,No,1.0,20,3644,VIC,1,0
1188,Female,14,Statistician IV,,Affluent Customer,Yes,4.0,34,2104,NSW,11,0
1189,Male,22,Geologist I,Health,High Net Worth,Yes,8.0,30,3173,VIC,9,0
1190,Female,67,Assistant Professor,Financial Services,Affluent Customer,Yes,10.0,50,2830,NSW,2,1
1191,Female,20,Director of Sales,,Mass Customer,Yes,1.0,22,2044,NSW,10,1
1192,Female,31,VP Quality Control,Manufacturing,Mass Customer,No,16.0,49,2168,NSW,9,0
1193,Male,58,Safety Technician I,Retail,High Net Worth,No,5.0,32,2320,NSW,5,0
1194,Female,69,Junior Executive,Telecommunications,Affluent Customer,No,3.0,26,4118,QLD,4,1
1195,Female,0,VP Marketing,Telecommunications,Mass Customer,No,18.0,40,3043,VIC,8,0
1196,Female,23,Research Nurse,Health,Mass Customer,No,2.0,20,2251,NSW,10,1
1197,Female,44,Professor,Financial Services,High Net Worth,Yes,5.0,21,2560,NSW,8,0
1198,Female,73,Sales Representative,Retail,High Net Worth,No,7.0,45,2873,NSW,1,1
1199,Male,7,VP Accounting,Financial Services,Affluent Customer,Yes,5.0,60,2541,NSW,7,1
1200,Female,38,Librarian,Entertainment,High Net Worth,No,18.0,44,4350,QLD,3,1
1201,Female,42,,Manufacturing,Mass Customer,No,10.0,63,2761,NSW,9,0
1202,Male,90,Sales Representative,Retail,Mass Customer,Yes,8.0,26,2155,NSW,10,0
1203,Female,38,Technical Writer,Health,Affluent Customer,No,22.0,30,4017,QLD,6,0
1204,Female,12,Senior Developer,Manufacturing,Affluent Customer,Yes,16.0,47,2222,NSW,10,0
1205,Male,38,Business Systems Development Analyst,Manufacturing,Affluent Customer,No,13.0,40,2222,NSW,10,1
