customer_id,last_transaction_date,no_of_purchases,total_spend,rscore,fscore,mscore,rfm_segment_str,rfm_score,rfm_label,target
456,2017-10-03,5,6261.639999999999,4,2,2,422,8,,0
457,2017-09-06,5,6553.5199999999995,3,2,2,322,7,,0
458,2017-12-04,5,3615.63,4,2,2,422,8,,0
459,2017-11-22,5,6449.13,4,2,2,422,8,,0
460,2017-12-13,4,5012.97,4,2,2,422,8,,0
461,2017-12-10,8,10366.86,4,4,4,444,12,best,1
462,2017-08-10,6,7830.79,3,3,3,333,9,high potential,1
463,2017-10-24,6,6617.91,4,3,3,433,10,high potential,1
464,2017-12-21,6,8289.86,4,3,3,433,10,high potential,1
465,2017-12-26,6,4766.91,4,3,3,433,10,high potential,1
466,2017-11-20,7,6597.52,4,4,4,444,12,best,1
467,2017-07-14,7,9085.53,3,4,4,344,11,high potential,1
468,2017-09-27,6,7264.86,3,3,3,333,9,high potential,1
469,2017-09-20,10,7566.66,3,4,4,344,11,high potential,1
470,2017-12-21,7,7158.48,4,4,4,444,12,best,1
471,2017-11-12,6,6243.62,4,3,3,433,10,high potential,1
472,2017-11-11,5,5989.66,4,2,2,422,8,,0
473,2017-09-06,9,12033.62,3,4,4,344,11,high potential,1
474,2017-09-24,2,2107.8199999999997,3,1,1,311,5,,0
475,2017-12-06,7,5131.25,4,4,4,444,12,best,1
476,2017-12-21,4,4416.9,4,2,2,422,8,,0
477,2017-11-25,5,5899.43,4,2,2,422,8,,0
478,2017-12-27,9,8880.93,4,4,4,444,12,best,1
479,2017-10-15,9,8781.24,4,4,4,444,12,best,1
480,2017-12-13,2,3179.31,4,1,1,411,6,,0
481,2017-12-16,2,2156.44,4,1,1,411,6,,0
482,2017-10-16,10,11870.130000000001,4,4,4,444,12,best,1
483,2017-11-20,7,8372.11,4,4,4,444,12,best,1
484,2017-12-11,4,5277.37,4,2,2,422,8,,0
485,2017-12-16,6,5662.3099999999995,4,3,3,433,10,high potential,1
486,2017-09-30,5,7323.58,3,2,2,322,7,,0
487,2017-08-13,2,1875.15,3,1,1,311,5,,0
488,2017-12-03,6,4216.79,4,3,3,433,10,high potential,1
489,2017-08-28,5,5450.6900000000005,3,2,2,322,7,,0
490,2017-11-07,9,9886.75,4,4,4,444,12,best,1
491,2017-10-23,7,6140.67,4,4,4,444,12,best,1
492,2017-10-02,4,5248.15,4,2,2,422,8,,0
493,2017-10-16,3,607.78,4,1,1,411,6,,0
494,2017-08-19,2,2288.8999999999996,3,1,1,311,5,,0
495,2017-08-24,6,6120.139999999999,3,3,3,333,9,high potential,1
496,2017-11-15,4,3612.19,4,2,2,422,8,,0
497,2017-11-01,4,2772.15,4,2,2,422,8,,0
498,2017-12-23,7,9834.95,4,4,4,444,12,best,1
499,2017-11-05,11,8960.43,4,4,4,444,12,best,1
500,2017-12-06,8,9381.92,4,4,4,444,12,best,1
501,2017-08-24,4,3118.51,3,2,2,322,7,,0
502,2017-08-21,5,4852.31,3,2,2,322,7,,0
503,2017-10-08,4,3993.05,4,2,2,422,8,,0
504,2017-08-16,8,7145.67,3,4,4,344,11,high potential,1
505,2017-12-16,5,6456.41,4,2,2,422,8,,0
506,2017-11-04,10,14208.25,4,4,4,444,12,best,1
507,2017-11-24,8,9146.18,4,4,4,444,12,best,1
508,2017-07-28,6,7648.2,3,3,3,333,9,high potential,1
509,2017-10-02,6,6017.45,4,3,3,433,10,high potential,1
510,2017-11-01,2,3333.38,4,1,1,411,6,,0
511,2017-12-19,4,2708.2999999999997,4,2,2,422,8,,0
512,2017-09-26,4,4233.95,3,2,2,322,7,,0
513,2017-12-16,5,5958.04,4,2,2,422,8,,0
514,2017-08-29,5,7401.06,3,2,2,322,7,,0
515,2017-12-16,9,12264.8,4,4,4,444,12,best,1
516,2017-12-11,10,9021.7,4,4,4,444,12,best,1
517,2017-12-20,6,5083.11,4,3,3,433,10,high potential,1
518,2017-04-13,3,3288.99,2,1,1,211,4,,0
519,2017-11-05,4,4470.85,4,2,2,422,8,,0
520,2017-12-14,5,2566.04,4,2,2,422,8,,0
521,2017-07-29,2,1849.5700000000002,3,1,1,311,5,,0
522,2017-11-19,4,3520.19,4,2,2,422,8,,0
523,2017-12-12,6,6485.21,4,3,3,433,10,high potential,1
524,2017-08-14,7,6400.86,3,4,4,344,11,high potential,1
525,2017-09-02,8,10372.68,3,4,4,344,11,high potential,1
526,2017-07-29,3,2674.66,3,1,1,311,5,,0
527,2017-11-17,2,2476.84,4,1,1,411,6,,0
528,2017-08-18,6,7636.76,3,3,3,333,9,high potential,1
529,2017-12-18,6,6036.22,4,3,3,433,10,high potential,1
530,2017-07-21,3,2816.79,3,1,1,311,5,,0
531,2017-10-30,6,5691.58,4,3,3,433,10,high potential,1
532,2017-12-02,6,7503.2699999999995,4,3,3,433,10,high potential,1
533,2017-12-28,6,8210.1,4,3,3,433,10,high potential,1
534,2017-12-24,8,8223.81,4,4,4,444,12,best,1
535,2017-10-18,2,1679.29,4,1,1,411,6,,0
536,2017-11-28,4,4912.82,4,2,2,422,8,,0
537,2017-11-11,3,2906.29,4,1,1,411,6,,0
538,2017-12-26,6,7716.14,4,3,3,433,10,high potential,1
539,2017-11-24,8,7188.39,4,4,4,444,12,best,1
540,2017-10-12,6,4419.63,4,3,3,433,10,high potential,1
541,2017-08-15,5,6244.03,3,2,2,322,7,,0
542,2017-11-22,6,6399.45,4,3,3,433,10,high potential,1
543,2017-12-30,5,4605.8,4,2,2,422,8,,0
544,2017-07-10,4,4228.66,3,2,2,322,7,,0
545,2017-12-24,6,8697.36,4,3,3,433,10,high potential,1
546,2017-11-23,5,7164.9,4,2,2,422,8,,0
547,2017-10-17,6,5913.53,4,3,3,433,10,high potential,1
548,2017-12-20,7,7497.25,4,4,4,444,12,best,1
549,2017-11-20,8,7971.78,4,4,4,444,12,best,1
550,2017-12-16,5,4546.57,4,2,2,422,8,,0
551,2017-07-31,4,3722.38,3,2,2,322,7,,0
552,2017-07-24,4,2960.2700000000004,3,2,2,322,7,,0
553,2017-12-11,6,6913.18,4,3,3,433,10,high potential,1
554,2017-11-22,3,2306.3799999999997,4,1,1,411,6,,0
555,2017-07-18,4,5261.73,3,2,2,322,7,,0
556,2017-12-21,5,6960.33,4,2,2,422,8,,0
557,2017-07-02,2,1834.45,3,1,1,311,5,,0
558,2017-11-25,7,6984.320000000001,4,4,4,444,12,best,1
559,2017-12-24,4,4129.68,4,2,2,422,8,,0
560,2017-11-19,6,7033.26,4,3,3,433,10,high potential,1
561,2017-12-02,6,5776.22,4,3,3,433,10,high potential,1
562,2017-11-24,5,3686.94,4,2,2,422,8,,0
563,2017-11-27,7,5492.75,4,4,4,444,12,best,1
564,2017-12-19,6,7415.54,4,3,3,433,10,high potential,1
565,2017-09-17,10,12454.34,3,4,4,344,11,high potential,1
566,2017-11-08,3,2893.23,4,1,1,411,6,,0
567,2017-10-31,4,1621.62,4,2,2,422,8,,0
568,2017-09-30,7,5025.95,3,4,4,344,11,high potential,1
569,2017-09-23,4,7560.33,3,2,2,322,7,,0
570,2017-11-25,6,6987.99,4,3,3,433,10,high potential,1
571,2017-10-19,3,3718.5299999999997,4,1,1,411,6,,0
572,2017-12-17,6,5372.65,4,3,3,433,10,high potential,1
573,2017-09-16,2,2449.81,3,1,1,311,5,,0
574,2017-03-28,4,4757.79,1,2,2,122,5,,0
575,2017-04-26,2,1998.31,2,1,1,211,4,,0
576,2017-12-23,6,9475.42,4,3,3,433,10,high potential,1
577,2017-12-28,11,10515.0,4,4,4,444,12,best,1
578,2017-06-14,7,6301.1,2,4,4,244,10,high potential,1
579,2017-11-08,9,10450.34,4,4,4,444,12,best,1
580,2017-12-06,5,4456.28,4,2,2,422,8,,0
581,2017-11-07,4,5597.1900000000005,4,2,2,422,8,,0
582,2017-08-03,4,4163.0599999999995,3,2,2,322,7,,0
583,2017-11-29,4,4129.98,4,2,2,422,8,,0
584,2017-08-20,4,3399.5199999999995,3,2,2,322,7,,0
585,2017-09-24,7,8197.14,3,4,4,344,11,high potential,1
586,2017-10-01,4,5603.92,4,2,2,422,8,,0
587,2017-11-07,7,8623.87,4,4,4,444,12,best,1
588,2017-12-11,5,6053.33,4,2,2,422,8,,0
589,2017-12-20,3,3259.93,4,1,1,411,6,,0
590,2017-11-17,12,14475.62,4,4,4,444,12,best,1
591,2017-05-23,2,1083.8,2,1,1,211,4,,0
592,2017-06-14,4,3192.94,2,2,2,222,6,,0
593,2017-12-29,6,5682.77,4,3,3,433,10,high potential,1
594,2017-11-27,9,11996.12,4,4,4,444,12,best,1
595,2017-06-29,3,3268.42,2,1,1,211,4,,0
596,2017-10-06,3,4864.71,4,1,1,411,6,,0
597,2017-10-30,5,4299.400000000001,4,2,2,422,8,,0
598,2017-08-21,7,5976.1900000000005,3,4,4,344,11,high potential,1
599,2017-09-06,5,7250.75,3,2,2,322,7,,0
600,2017-06-07,3,3893.54,2,1,1,211,4,,0
601,2017-11-02,5,5216.139999999999,4,2,2,422,8,,0
602,2017-10-14,5,5591.28,4,2,2,422,8,,0
603,2017-11-11,7,8284.07,4,4,4,444,12,best,1
604,2017-10-22,6,8162.76,4,3,3,433,10,high potential,1
605,2017-12-28,8,9180.130000000001,4,4,4,444,12,best,1
606,2017-11-05,6,6229.09,4,3,3,433,10,high potential,1
607,2017-11-02,9,11867.92,4,4,4,444,12,best,1
608,2017-10-06,8,9260.29,4,4,4,444,12,best,1
609,2017-11-24,4,3937.44,4,2,2,422,8,,0
610,2017-11-14,9,8135.95,4,4,4,444,12,best,1
611,2017-12-27,8,10622.380000000001,4,4,4,444,12,best,1
612,2017-10-04,4,3497.09,4,2,2,422,8,,0
613,2017-12-27,6,5898.85,4,3,3,433,10,high potential,1
614,2017-12-12,9,8557.0,4,4,4,444,12,best,1
615,2017-11-18,4,6230.81,4,2,2,422,8,,0
616,2017-09-29,4,5439.8099999999995,3,2,2,322,7,,0
617,2017-12-10,4,3343.8599999999997,4,2,2,422,8,,0
618,2017-02-25,2,2207.71,1,1,1,111,3,,0
619,2017-10-26,7,7042.71,4,4,4,444,12,best,1
620,2017-09-18,8,5422.25,3,4,4,344,11,high potential,1
621,2017-12-28,9,11872.470000000001,4,4,4,444,12,best,1
622,2017-04-08,3,4498.0,2,1,1,211,4,,0
623,2017-09-28,3,5060.18,3,1,1,311,5,,0
624,2017-10-01,3,5079.93,4,1,1,411,6,,0
625,2017-12-14,6,5688.67,4,3,3,433,10,high potential,1
626,2017-11-06,9,8102.299999999999,4,4,4,444,12,best,1
627,2017-11-02,5,6786.53,4,2,2,422,8,,0
628,2017-11-06,5,5519.54,4,2,2,422,8,,0
629,2017-10-27,8,6490.53,4,4,4,444,12,best,1
630,2017-11-07,7,9406.55,4,4,4,444,12,best,1
631,2017-12-14,6,3211.98,4,3,3,433,10,high potential,1
632,2017-11-19,3,3911.85,4,1,1,411,6,,0
633,2017-12-29,7,7054.02,4,4,4,444,12,best,1
634,2017-12-13,8,7951.04,4,4,4,444,12,best,1
635,2017-11-21,6,3988.82,4,3,3,433,10,high potential,1
636,2017-12-11,7,7808.71,4,4,4,444,12,best,1
637,2017-12-23,13,13899.73,4,4,4,444,12,best,1
638,2017-10-31,8,10198.93,4,4,4,444,12,best,1
639,2017-12-22,6,5831.55,4,3,3,433,10,high potential,1
640,2017-12-20,8,11141.29,4,4,4,444,12,best,1
641,2017-06-11,4,3853.34,2,2,2,222,6,,0
642,2017-12-06,7,5304.37,4,4,4,444,12,best,1
643,2017-06-16,4,5034.78,2,2,2,222,6,,0
644,2017-07-26,3,1808.74,3,1,1,311,5,,0
645,2017-09-05,7,9008.59,3,4,4,344,11,high potential,1
646,2017-09-11,4,4809.5199999999995,3,2,2,322,7,,0
647,2017-11-18,9,10703.609999999999,4,4,4,444,12,best,1
648,2017-11-03,7,8410.93,4,4,4,444,12,best,1
649,2017-12-19,5,1718.19,4,2,2,422,8,,0
650,2017-11-10,6,7082.77,4,3,3,433,10,high potential,1
651,2017-12-12,3,5028.17,4,1,1,411,6,,0
652,2017-12-25,9,10240.87,4,4,4,444,12,best,1
653,2017-11-23,5,4502.58,4,2,2,422,8,,0
654,2017-12-02,4,4666.55,4,2,2,422,8,,0
655,2017-11-09,6,8876.49,4,3,3,433,10,high potential,1
656,2017-12-20,8,8438.35,4,4,4,444,12,best,1
657,2017-07-08,5,4830.48,3,2,2,322,7,,0
658,2017-09-24,5,5305.31,3,2,2,322,7,,0
659,2017-08-06,3,5140.610000000001,3,1,1,311,5,,0
660,2017-12-18,4,5360.139999999999,4,2,2,422,8,,0
661,2017-11-26,6,5564.07,4,3,3,433,10,high potential,1
662,2017-10-05,7,6635.87,4,4,4,444,12,best,1
663,2017-10-18,4,5447.21,4,2,2,422,8,,0
664,2017-10-07,5,3998.82,4,2,2,422,8,,0
665,2017-10-06,8,9143.6,4,4,4,444,12,best,1
666,2017-11-19,5,5173.84,4,2,2,422,8,,0
667,2017-12-11,5,5826.33,4,2,2,422,8,,0
668,2017-12-24,7,7399.77,4,4,4,444,12,best,1
669,2017-12-22,11,12187.939999999999,4,4,4,444,12,best,1
670,2017-09-05,4,4078.4,3,2,2,322,7,,0
671,2017-10-29,6,7450.68,4,3,3,433,10,high potential,1
672,2017-11-10,3,4786.22,4,1,1,411,6,,0
673,2017-12-28,5,3435.2200000000003,4,2,2,422,8,,0
674,2017-09-06,6,6404.85,3,3,3,333,9,high potential,1
675,2017-12-30,3,4204.51,4,1,1,411,6,,0
676,2017-11-27,6,6739.82,4,3,3,433,10,high potential,1
677,2017-10-20,5,3703.87,4,2,2,422,8,,0
678,2017-09-27,4,3152.34,3,2,2,322,7,,0
679,2017-10-29,10,8300.07,4,4,4,444,12,best,1
680,2017-12-16,4,5597.05,4,2,2,422,8,,0
681,2017-12-23,6,5888.74,4,3,3,433,10,high potential,1
682,2017-12-10,7,8280.35,4,4,4,444,12,best,1
683,2017-12-15,5,5616.71,4,2,2,422,8,,0
684,2017-11-18,8,6011.92,4,4,4,444,12,best,1
685,2017-09-19,6,9271.630000000001,3,3,3,333,9,high potential,1
686,2017-11-23,5,4622.87,4,2,2,422,8,,0
687,2017-12-22,6,2828.68,4,3,3,433,10,high potential,1
688,2017-10-10,4,5647.04,4,2,2,422,8,,0
689,2017-12-18,3,3614.25,4,1,1,411,6,,0
690,2017-10-27,6,6516.74,4,3,3,433,10,high potential,1
691,2017-11-21,8,9841.22,4,4,4,444,12,best,1
692,2017-11-10,9,8189.47,4,4,4,444,12,best,1
693,2017-12-20,5,6667.92,4,2,2,422,8,,0
694,2017-12-23,5,4359.78,4,2,2,422,8,,0
695,2017-12-14,8,10407.64,4,4,4,444,12,best,1
696,2017-12-09,7,4822.78,4,4,4,444,12,best,1
697,2017-12-19,4,5888.76,4,2,2,422,8,,0
698,2017-10-15,3,3362.66,4,1,1,411,6,,0
699,2017-11-05,3,2655.81,4,1,1,411,6,,0
700,2017-09-15,8,7960.03,3,4,4,344,11,high potential,1
701,2017-11-28,6,6285.29,4,3,3,433,10,high potential,1
702,2017-10-29,3,3825.6600000000003,4,1,1,411,6,,0
703,2017-12-29,5,7301.150000000001,4,2,2,422,8,,0
704,2017-12-20,10,10881.81,4,4,4,444,12,best,1
705,2017-12-19,5,3745.1800000000003,4,2,2,422,8,,0
706,2017-11-30,6,10040.5,4,3,3,433,10,high potential,1
707,2017-11-16,6,7563.61,4,3,3,433,10,high potential,1
708,2017-07-08,3,3149.0299999999997,3,1,1,311,5,,0
709,2017-08-06,5,5948.8099999999995,3,2,2,322,7,,0
710,2017-11-21,7,9823.81,4,4,4,444,12,best,1
711,2017-10-08,4,3784.83,4,2,2,422,8,,0
712,2017-10-30,8,9223.66,4,4,4,444,12,best,1
713,2017-04-19,4,4564.42,2,2,2,222,6,,0
714,2017-11-01,10,8982.92,4,4,4,444,12,best,1
715,2017-07-25,3,4278.66,3,1,1,311,5,,0
716,2017-12-18,6,6680.78,4,3,3,433,10,high potential,1
717,2017-12-16,6,4696.91,4,3,3,433,10,high potential,1
718,2017-11-26,8,6777.43,4,4,4,444,12,best,1
719,2017-12-19,8,10708.56,4,4,4,444,12,best,1
720,2017-12-10,10,13004.35,4,4,4,444,12,best,1
721,2017-12-26,7,8883.609999999999,4,4,4,444,12,best,1
722,2017-10-04,5,6548.61,4,2,2,422,8,,0
723,2017-12-15,8,7012.59,4,4,4,444,12,best,1
724,2017-12-07,8,9812.699999999999,4,4,4,444,12,best,1
725,2017-12-27,11,13048.82,4,4,4,444,12,best,1
726,2017-11-06,3,5134.71,4,1,1,411,6,,0
727,2017-10-30,6,8768.09,4,3,3,433,10,high potential,1
728,2017-12-05,9,10919.45,4,4,4,444,12,best,1
729,2017-12-29,10,15826.0,4,4,4,444,12,best,1
730,2017-12-16,7,6529.49,4,4,4,444,12,best,1
731,2017-12-05,6,6259.200000000001,4,3,3,433,10,high potential,1
732,2017-10-27,5,6099.150000000001,4,2,2,422,8,,0
733,2017-11-14,10,14532.51,4,4,4,444,12,best,1
734,2017-10-02,3,3346.12,4,1,1,411,6,,0
735,2017-10-04,4,6814.03,4,2,2,422,8,,0
736,2017-12-19,6,5999.719999999999,4,3,3,433,10,high potential,1
737,2017-11-06,7,7386.14,4,4,4,444,12,best,1
738,2017-10-22,8,8764.37,4,4,4,444,12,best,1
739,2017-12-29,10,9430.63,4,4,4,444,12,best,1
740,2017-10-30,4,6155.53,4,2,2,422,8,,0
741,2017-08-04,5,3482.3,3,2,2,322,7,,0
742,2017-12-20,6,6918.96,4,3,3,433,10,high potential,1
743,2017-10-02,5,6065.4400000000005,4,2,2,422,8,,0
744,2017-12-07,5,4149.55,4,2,2,422,8,,0
745,2017-12-19,4,2697.98,4,2,2,422,8,,0
746,2017-11-17,6,4853.96,4,3,3,433,10,high potential,1
747,2017-11-25,2,1801.98,4,1,1,411,6,,0
748,2017-11-14,9,8538.05,4,4,4,444,12,best,1
749,2017-10-11,9,7591.94,4,4,4,444,12,best,1
750,2017-11-02,6,7506.73,4,3,3,433,10,high potential,1
751,2017-08-22,2,386.48,3,1,1,311,5,,0
752,2017-12-10,8,8004.32,4,4,4,444,12,best,1
753,2017-12-15,8,11935.380000000001,4,4,4,444,12,best,1
754,2017-06-03,2,814.03,2,1,1,211,4,,0
755,2017-09-26,3,2071.7799999999997,3,1,1,311,5,,0
756,2017-12-05,6,3859.17,4,3,3,433,10,high potential,1
757,2017-10-19,5,3967.6,4,2,2,422,8,,0
758,2017-12-03,2,651.02,4,1,1,411,6,,0
759,2017-12-07,9,8217.14,4,4,4,444,12,best,1
760,2017-12-04,9,8569.289999999999,4,4,4,444,12,best,1
761,2017-08-07,5,6483.68,3,2,2,322,7,,0
762,2017-10-06,5,3989.6800000000003,4,2,2,422,8,,0
763,2017-10-17,6,6989.88,4,3,3,433,10,high potential,1
764,2017-10-12,4,4122.42,4,2,2,422,8,,0
765,2017-12-06,10,8794.98,4,4,4,444,12,best,1
766,2017-12-14,6,4962.24,4,3,3,433,10,high potential,1
767,2017-11-18,5,6197.59,4,2,2,422,8,,0
768,2017-12-25,9,9425.52,4,4,4,444,12,best,1
769,2017-12-11,8,9694.79,4,4,4,444,12,best,1
770,2017-11-11,6,6789.790000000001,4,3,3,433,10,high potential,1
771,2017-08-28,6,5901.7,3,3,3,333,9,high potential,1
772,2017-12-28,5,6628.15,4,2,2,422,8,,0
773,2017-10-19,8,10334.68,4,4,4,444,12,best,1
774,2017-08-09,1,1311.44,3,1,1,311,5,,0
775,2017-11-02,7,6985.21,4,4,4,444,12,best,1
776,2017-12-17,9,9151.17,4,4,4,444,12,best,1
777,2017-12-03,6,5113.99,4,3,3,433,10,high potential,1
778,2017-11-27,5,6292.889999999999,4,2,2,422,8,,0
779,2017-10-09,5,4372.34,4,2,2,422,8,,0
780,2017-10-03,3,3499.7200000000003,4,1,1,411,6,,0
781,2017-08-27,5,3763.4600000000005,3,2,2,322,7,,0
782,2017-12-05,5,8440.67,4,2,2,422,8,,0
783,2017-09-25,5,6170.6,3,2,2,322,7,,0
784,2017-08-09,2,760.18,3,1,1,311,5,,0
785,2017-12-12,5,2941.55,4,2,2,422,8,,0
786,2017-12-21,7,7114.27,4,4,4,444,12,best,1
787,2017-10-16,10,11292.54,4,4,4,444,12,best,1
788,2017-11-21,7,8089.72,4,4,4,444,12,best,1
789,2017-12-26,8,4497.3,4,4,4,444,12,best,1
790,2017-12-16,8,9306.61,4,4,4,444,12,best,1
791,2017-08-29,6,6605.22,3,3,3,333,9,high potential,1
792,2017-12-13,6,6907.9,4,3,3,433,10,high potential,1
793,2017-12-29,10,12116.11,4,4,4,444,12,best,1
794,2017-12-08,7,7832.74,4,4,4,444,12,best,1
795,2017-12-12,5,5980.89,4,2,2,422,8,,0
796,2017-12-24,7,6097.05,4,4,4,444,12,best,1
797,2017-12-09,4,4668.49,4,2,2,422,8,,0
798,2017-12-09,3,4285.05,4,1,1,411,6,,0
799,2017-12-20,11,14399.89,4,4,4,444,12,best,1
800,2017-10-06,6,6283.9,4,3,3,433,10,high potential,1
801,2017-07-01,2,1074.8,3,1,1,311,5,,0
802,2017-09-26,6,7508.74,3,3,3,333,9,high potential,1
803,2017-10-25,6,3818.25,4,3,3,433,10,high potential,1
804,2017-11-19,3,3480.5,4,1,1,411,6,,0
805,2017-08-30,6,6966.17,3,3,3,333,9,high potential,1
806,2017-11-29,4,4854.46,4,2,2,422,8,,0
807,2017-10-11,4,4367.13,4,2,2,422,8,,0
808,2017-08-29,3,3676.8199999999997,3,1,1,311,5,,0
809,2017-11-15,4,3653.47,4,2,2,422,8,,0
810,2017-10-23,4,4539.42,4,2,2,422,8,,0
811,2017-07-09,4,2483.69,3,2,2,322,7,,0
812,2017-06-16,3,2694.8900000000003,2,1,1,211,4,,0
813,2017-11-10,5,4386.05,4,2,2,422,8,,0
814,2017-11-12,3,4661.23,4,1,1,411,6,,0
815,2017-12-03,6,7646.77,4,3,3,433,10,high potential,1
816,2017-11-07,4,2934.97,4,2,2,422,8,,0
817,2017-12-14,5,5340.0,4,2,2,422,8,,0
818,2017-11-20,6,6141.46,4,3,3,433,10,high potential,1
819,2017-11-17,5,5033.21,4,2,2,422,8,,0
820,2017-12-27,10,8742.57,4,4,4,444,12,best,1
821,2017-11-27,5,4826.39,4,2,2,422,8,,0
822,2017-02-05,1,2005.66,1,1,1,111,3,,0
823,2017-12-07,6,9755.81,4,3,3,433,10,high potential,1
824,2017-12-21,4,6017.27,4,2,2,422,8,,0
825,2017-12-20,8,6046.6900000000005,4,4,4,444,12,best,1
826,2017-12-26,4,4829.57,4,2,2,422,8,,0
827,2017-11-11,8,9051.45,4,4,4,444,12,best,1
828,2017-10-12,5,3777.5299999999997,4,2,2,422,8,,0
829,2017-12-18,6,9236.19,4,3,3,433,10,high potential,1
830,2017-08-03,6,6106.9400000000005,3,3,3,333,9,high potential,1
831,2017-12-19,5,4245.84,4,2,2,422,8,,0
832,2017-12-13,12,13562.13,4,4,4,444,12,best,1
833,2017-12-05,8,8852.31,4,4,4,444,12,best,1
834,2017-12-12,4,3595.5299999999997,4,2,2,422,8,,0
835,2017-12-23,8,8541.23,4,4,4,444,12,best,1
836,2017-10-19,4,3562.2,4,2,2,422,8,,0
837,2017-07-26,3,3406.25,3,1,1,311,5,,0
838,2017-11-19,4,3724.8199999999997,4,2,2,422,8,,0
839,2017-09-15,4,2550.73,3,2,2,322,7,,0
840,2017-11-22,6,8144.96,4,3,3,433,10,high potential,1
841,2017-08-02,7,10936.2,3,4,4,344,11,high potential,1
842,2017-11-05,4,3639.46,4,2,2,422,8,,0
843,2017-12-28,6,4090.19,4,3,3,433,10,high potential,1
844,2017-11-29,9,12523.55,4,4,4,444,12,best,1
845,2017-08-27,3,2004.13,3,1,1,311,5,,0
846,2017-10-09,3,4385.62,4,1,1,411,6,,0
847,2017-09-07,5,5363.83,3,2,2,322,7,,0
848,2017-08-12,4,4711.04,3,2,2,322,7,,0
849,2017-12-03,6,6086.66,4,3,3,433,10,high potential,1
850,2017-11-26,8,7476.79,4,4,4,444,12,best,1
851,2017-12-21,4,5347.0,4,2,2,422,8,,0
853,2017-10-27,9,12711.369999999999,4,4,4,444,12,best,1
854,2017-12-22,4,3992.51,4,2,2,422,8,,0
855,2017-09-17,4,7241.66,3,2,2,322,7,,0
856,2017-12-29,7,6845.04,4,4,4,444,12,best,1
857,2017-12-06,5,6692.93,4,2,2,422,8,,0
858,2017-12-19,6,5654.55,4,3,3,433,10,high potential,1
859,2017-12-12,6,6979.780000000001,4,3,3,433,10,high potential,1
860,2017-09-30,4,7381.19,3,2,2,322,7,,0
861,2017-11-06,5,5226.41,4,2,2,422,8,,0
862,2017-11-06,1,774.53,4,1,1,411,6,,0
863,2017-10-22,4,2288.23,4,2,2,422,8,,0
864,2017-11-14,6,8911.39,4,3,3,433,10,high potential,1
865,2017-08-31,7,7192.900000000001,3,4,4,344,11,high potential,1
866,2017-09-23,5,7599.92,3,2,2,322,7,,0
867,2017-03-12,6,7947.42,1,3,3,133,7,,0
868,2017-10-08,6,7529.639999999999,4,3,3,433,10,high potential,1
870,2017-10-30,8,6364.29,4,4,4,444,12,best,1
871,2017-11-06,8,8700.560000000001,4,4,4,444,12,best,1
872,2017-07-12,1,290.62,3,1,1,311,5,,0
873,2017-11-29,5,4426.2,4,2,2,422,8,,0
874,2017-11-14,8,8569.99,4,4,4,444,12,best,1
875,2017-10-28,6,6933.69,4,3,3,433,10,high potential,1
876,2017-12-14,3,2732.4700000000003,4,1,1,411,6,,0
877,2017-12-13,9,9182.89,4,4,4,444,12,best,1
878,2017-10-12,3,4531.79,4,1,1,411,6,,0
879,2017-10-15,4,3356.34,4,2,2,422,8,,0
880,2017-10-29,3,4774.51,4,1,1,411,6,,0
881,2017-08-05,3,5353.86,3,1,1,311,5,,0
882,2017-09-09,5,6628.360000000001,3,2,2,322,7,,0
883,2017-11-13,4,2114.02,4,2,2,422,8,,0
884,2017-12-29,6,10922.09,4,3,3,433,10,high potential,1
885,2017-12-23,3,3628.9399999999996,4,1,1,411,6,,0
886,2017-12-29,7,9025.03,4,4,4,444,12,best,1
887,2017-11-21,8,10938.66,4,4,4,444,12,best,1
888,2017-10-23,5,5750.62,4,2,2,422,8,,0
889,2017-11-24,5,4366.950000000001,4,2,2,422,8,,0
890,2017-07-18,4,4485.6,3,2,2,322,7,,0
891,2017-12-18,4,4632.05,4,2,2,422,8,,0
892,2017-10-01,10,9618.64,4,4,4,444,12,best,1
893,2017-10-16,7,9202.85,4,4,4,444,12,best,1
894,2017-11-12,8,7512.48,4,4,4,444,12,best,1
895,2017-10-30,3,2714.21,4,1,1,411,6,,0
896,2017-11-22,4,4448.32,4,2,2,422,8,,0
897,2017-09-23,8,9629.18,3,4,4,344,11,high potential,1
898,2017-06-08,1,478.16,2,1,1,211,4,,0
899,2017-11-11,6,4240.0599999999995,4,3,3,433,10,high potential,1
900,2017-12-18,4,2446.44,4,2,2,422,8,,0
901,2017-10-09,4,6948.22,4,2,2,422,8,,0
902,2017-12-16,9,9408.53,4,4,4,444,12,best,1
903,2017-12-14,9,10102.58,4,4,4,444,12,best,1
904,2017-11-23,4,5063.82,4,2,2,422,8,,0
905,2017-09-16,8,6801.49,3,4,4,344,11,high potential,1
906,2017-12-14,9,12920.289999999999,4,4,4,444,12,best,1
907,2017-12-04,7,3448.87,4,4,4,444,12,best,1
908,2017-12-26,7,4679.15,4,4,4,444,12,best,1
909,2017-06-24,5,8560.51,2,2,2,222,6,,0
910,2017-04-02,2,1932.55,2,1,1,211,4,,0
911,2017-11-04,5,3792.6,4,2,2,422,8,,0
912,2017-11-20,7,7206.52,4,4,4,444,12,best,1
913,2017-10-28,5,5573.5,4,2,2,422,8,,0
914,2017-09-15,5,5533.82,3,2,2,322,7,,0
